age,annual_income,employment_type,education,loan_amount,interest_rate_pct,term_months,credit_score,num_open_accounts,delinquency_30d,residence_type,Default
65,91437.0,Salaried,Bachelors,20820.0,7.35,60,613.0,3,No,Mortgage,1
55,30088.0,Salaried,Bachelors,11740.0,9.14,48,734.0,6,No,Mortgage,0
51,26958.0,Self-Employed,HS,6589.0,3.7,48,622.0,5,No,Rent,1
23,46479.0,Salaried,PhD,38097.0,7.09,60,715.0,9,No,Mortgage,1
55,84825.0,Salaried,Bachelors,1458.0,6.75,48,588.0,4,No,Mortgage,0
31,87675.0,Salaried,Bachelors,9453.0,6.470000000000001,36,810.0,2,No,Rent,0
25,35667.0,Salaried,Bachelors,28479.0,10.87,60,742.0,2,No,Mortgage,0
53,29983.0,Salaried,Bachelors,1043.0,7.720000000000001,36,689.0,6,Yes,Own,0
25,31055.0,Salaried,HS,12237.0,11.61,24,701.0,2,No,Rent,0
73,44133.0,Salaried,Bachelors,3575.0,3.74,36,850.0,2,No,Mortgage,0
72,50971.0,Unemployed,Masters,18739.0,15.25,60,613.0,5,No,Own,1
32,23928.0,Salaried,Bachelors,5779.0,6.65,48,752.0,6,No,Rent,0
74,58079.0,Salaried,Masters,25069.0,10.12,48,640.0,8,No,Own,0
67,18875.0,Self-Employed,Bachelors,8904.0,5.3500000000000005,48,555.0,3,Yes,Rent,0
25,35495.0,Self-Employed,HS,8055.0,8.59,60,699.0,5,No,Mortgage,0
64,28003.0,Salaried,Bachelors,33873.0,17.21,60,639.0,2,No,Mortgage,1
25,37439.0,Salaried,Bachelors,6581.0,11.32,36,554.0,3,No,Rent,1
33,18798.0,Salaried,Masters,9319.0,9.04,24,666.0,4,No,Own,1
70,52116.0,Salaried,HS,11320.0,13.59,36,585.0,5,No,Own,1
45,76395.0,Self-Employed,HS,17230.0,2.99,36,688.0,3,Yes,Own,0
48,72966.0,Salaried,Masters,27527.0,15.23,60,654.0,6,No,Own,1
31,49519.0,Salaried,Bachelors,26631.0,11.35,60,672.0,4,No,Own,0
60,46100.0,Self-Employed,HS,3879.0,6.890000000000001,60,695.0,7,No,Mortgage,0
69,49748.0,Salaried,HS,13315.0,10.75,48,745.0,3,No,Own,0
32,28191.0,Salaried,Bachelors,23958.0,10.32,48,823.0,4,No,Rent,0
41,60845.0,Self-Employed,Bachelors,10170.0,8.540000000000001,60,703.0,2,No,Own,0
37,36296.0,Unemployed,Bachelors,14154.0,12.31,48,650.0,7,Yes,Rent,1
21,72563.0,Salaried,Bachelors,10198.0,5.61,36,657.0,6,No,Mortgage,0
59,16481.0,Salaried,Bachelors,18312.0,12.09,48,601.0,5,No,Mortgage,1
50,60792.0,Salaried,Bachelors,6375.0,9.59,36,700.0,9,No,Own,0
65,37057.0,Salaried,HS,5825.0,9.86,24,779.0,2,No,Own,0
63,53190.0,Self-Employed,Bachelors,17617.0,13.85,60,722.0,8,No,Mortgage,0
45,35585.0,Salaried,Masters,20384.0,13.32,60,706.0,10,No,Rent,0
25,42292.0,Self-Employed,Bachelors,31168.0,7.49,48,632.0,2,No,Mortgage,0
31,53609.0,Salaried,Masters,26766.0,8.32,48,789.0,11,No,Mortgage,0
40,34551.0,Salaried,HS,6770.0,8.91,72,849.0,3,No,Mortgage,0
66,35007.0,Salaried,HS,27984.0,10.76,24,625.0,3,Yes,Rent,1
74,14800.0,Salaried,Bachelors,18249.0,9.58,48,611.0,4,No,Rent,0
33,14751.0,Salaried,HS,14069.0,9.41,36,596.0,7,No,Rent,1
73,63579.0,Salaried,HS,5511.0,11.79,36,818.0,5,No,Own,0
25,24616.0,Salaried,Masters,4011.0,5.83,36,685.0,3,No,Rent,0
61,16980.0,Salaried,HS,10556.0,8.65,48,665.0,6,No,Rent,1
35,72871.0,Self-Employed,PhD,12089.0,9.41,72,783.0,4,No,Rent,0
49,24622.0,Self-Employed,Bachelors,8335.0,12.55,24,518.0,3,No,Own,0
74,52436.0,Salaried,HS,9264.0,14.85,60,638.0,7,Yes,Mortgage,0
57,48949.0,Salaried,HS,8797.0,8.22,72,642.0,2,No,Rent,0
44,33580.0,Salaried,Bachelors,10875.0,3.86,48,634.0,7,No,Rent,0
46,36837.0,Self-Employed,Bachelors,18791.0,8.25,60,671.0,1,Yes,Rent,1
48,48169.0,Salaried,HS,27151.0,8.0,48,786.0,3,No,Own,0
24,28904.0,Salaried,Masters,3847.0,8.91,60,612.0,4,No,Own,0
45,22175.0,Salaried,Bachelors,9849.0,6.220000000000001,48,698.0,4,Yes,Own,0
71,39666.0,Self-Employed,Masters,13232.0,10.12,48,799.0,5,No,Mortgage,0
48,73160.0,Salaried,Masters,1471.0,9.36,36,655.0,8,No,Rent,0
62,97195.0,Salaried,Bachelors,9881.0,11.57,24,710.0,5,No,Rent,1
68,20208.0,Salaried,Bachelors,22675.0,10.78,36,762.0,2,Yes,Rent,0
33,26350.0,Self-Employed,HS,10874.0,15.7,36,820.0,5,No,Own,1
51,64383.0,Salaried,HS,1429.0,4.54,24,706.0,6,No,Mortgage,0
36,77255.0,Salaried,Bachelors,8035.0,11.46,24,630.0,3,No,Rent,1
59,17220.0,Self-Employed,Masters,16880.0,11.82,48,627.0,6,No,Own,1
50,68493.0,Salaried,Bachelors,6633.0,9.48,60,655.0,7,No,Mortgage,0
48,37496.0,Salaried,HS,13648.0,4.79,36,812.0,6,No,Own,1
35,30814.0,Self-Employed,HS,2867.0,9.66,36,487.0,6,Yes,Own,1
69,47210.0,Self-Employed,Bachelors,12956.0,11.24,72,690.0,3,No,Mortgage,0
71,60138.0,Self-Employed,Masters,13332.0,5.91,48,734.0,5,No,Own,0
33,19925.0,Salaried,PhD,27581.0,10.12,48,657.0,3,Yes,Rent,1
63,53940.0,Salaried,Bachelors,9920.0,5.33,36,650.0,4,No,Own,0
50,32084.0,Salaried,HS,13440.0,15.33,48,634.0,4,No,Own,1
45,27091.0,Salaried,Bachelors,12407.0,6.08,36,683.0,2,No,Rent,0
26,74726.0,Self-Employed,HS,7182.0,7.260000000000001,60,718.0,5,No,Own,0
31,24055.0,Salaried,Bachelors,8365.0,9.8,60,642.0,8,No,Own,0
54,33264.0,Salaried,HS,7863.0,11.23,72,802.0,6,No,Own,0
66,93483.0,Salaried,Masters,3936.0,10.57,48,662.0,2,No,Rent,0
48,44941.0,Self-Employed,PhD,5001.0,8.42,48,606.0,4,No,Rent,0
45,44736.0,Salaried,Masters,4617.0,6.36,72,721.0,5,No,Own,0
62,38089.0,Salaried,Masters,18739.0,8.76,48,728.0,7,No,Rent,0
71,40328.0,Salaried,Masters,4205.0,12.28,72,736.0,8,No,Mortgage,0
27,40800.0,Salaried,Bachelors,9875.0,7.68,24,696.0,2,No,Rent,0
50,80087.0,Salaried,HS,6690.0,4.130000000000001,48,595.0,4,No,Rent,0
68,95117.0,Salaried,Bachelors,15148.0,9.69,24,570.0,1,Yes,Mortgage,0
29,26008.0,Salaried,Masters,5377.0,12.37,60,666.0,5,No,Rent,1
66,45041.0,Salaried,Bachelors,16417.0,9.49,36,698.0,10,No,Rent,0
48,50400.0,Salaried,Bachelors,3487.0,9.99,60,737.0,3,No,Mortgage,0
58,100592.0,Salaried,Bachelors,7326.0,9.46,48,538.0,6,No,Own,0
38,12085.0,Self-Employed,HS,9336.0,10.88,36,802.0,4,No,Rent,0
68,24523.0,Self-Employed,HS,10244.0,8.22,36,768.0,7,No,Rent,0
33,25339.0,Salaried,Masters,6155.0,7.73,72,685.0,6,No,Rent,0
71,51971.0,Self-Employed,Masters,20554.0,11.75,48,850.0,6,No,Mortgage,0
52,21093.0,Salaried,HS,29114.0,6.59,36,476.0,6,No,Rent,1
25,26155.0,Salaried,Masters,7681.0,5.0600000000000005,48,746.0,4,No,Mortgage,0
39,21582.0,Salaried,HS,2602.0,6.19,72,754.0,3,Yes,Own,0
46,41161.0,Self-Employed,HS,9135.0,13.51,48,726.0,4,No,Own,0
58,66534.0,Salaried,HS,23355.0,6.87,36,608.0,6,No,Own,0
45,36393.0,Salaried,HS,10752.0,12.42,60,764.0,3,No,Mortgage,0
21,55279.0,Self-Employed,Bachelors,7158.0,11.71,36,551.0,6,No,Rent,0
50,30093.0,Salaried,Bachelors,11302.0,11.99,60,643.0,3,Yes,Rent,0
74,15574.0,Salaried,Bachelors,3781.0,7.9,60,558.0,4,No,Rent,0
56,19305.0,Salaried,Masters,3844.0,16.04,36,768.0,4,No,Rent,0
26,27564.0,Self-Employed,Masters,5332.0,6.220000000000001,36,659.0,4,No,Mortgage,0
38,134436.0,Salaried,Masters,8417.0,10.43,48,716.0,3,No,Own,0
33,39386.0,Self-Employed,Bachelors,5637.0,10.78,48,584.0,3,Yes,Own,0
55,41877.0,Salaried,Bachelors,8428.0,6.65,60,685.0,6,No,Rent,1
61,72252.0,Salaried,Masters,11007.0,4.720000000000001,60,674.0,3,No,Own,0
64,34225.0,Salaried,Masters,6197.0,3.48,48,696.0,1,No,Own,0
58,85743.0,Salaried,Masters,4045.0,11.6,60,672.0,4,No,Rent,0
25,63895.0,Salaried,Bachelors,10192.0,8.98,36,638.0,6,No,Rent,0
62,50918.0,Salaried,Masters,4353.0,10.39,60,641.0,4,No,Mortgage,0
60,21456.0,Self-Employed,HS,2903.0,1.98,60,653.0,3,No,Mortgage,0
54,52947.0,Salaried,PhD,3288.0,6.2700000000000005,60,723.0,3,No,Mortgage,0
57,83148.0,Salaried,Masters,8542.0,9.54,72,760.0,8,No,Own,0
60,35992.0,Salaried,Bachelors,5623.0,1.9,60,736.0,1,No,Rent,0
53,77308.0,Salaried,PhD,11056.0,8.71,60,674.0,4,No,Own,0
62,14316.0,Salaried,Bachelors,11796.0,7.45,60,587.0,6,No,Own,1
59,44949.0,Unemployed,PhD,23017.0,10.89,48,521.0,9,Yes,Own,1
42,49684.0,Self-Employed,HS,4198.0,3.8,36,651.0,2,No,Rent,1
27,28177.0,Salaried,HS,3972.0,11.84,48,662.0,8,No,Own,0
37,80378.0,Salaried,Bachelors,2182.0,8.63,60,742.0,8,No,Rent,0
42,31069.0,Salaried,Bachelors,10011.0,13.81,48,501.0,7,No,Rent,1
72,65772.0,Salaried,HS,19232.0,7.68,36,605.0,6,No,Own,0
69,32274.0,Salaried,Bachelors,9442.0,7.43,48,619.0,9,No,Mortgage,0
53,59335.0,Salaried,HS,16693.0,9.42,48,664.0,2,No,Own,0
60,51281.0,Salaried,HS,2543.0,12.51,48,708.0,4,No,Rent,0
37,80145.0,Salaried,HS,17092.0,9.35,36,776.0,3,No,Own,0
21,69149.0,Self-Employed,HS,16870.0,12.13,60,620.0,3,Yes,Rent,1
44,63334.0,Salaried,HS,2929.0,3.03,48,717.0,5,No,Mortgage,0
71,67420.0,Salaried,HS,7654.0,10.84,36,635.0,4,No,Own,0
74,34119.0,Salaried,Masters,6304.0,9.09,60,624.0,6,No,Mortgage,1
22,86238.0,Self-Employed,Bachelors,4324.0,7.85,60,791.0,6,No,Rent,0
67,88815.0,Salaried,HS,7067.0,9.13,60,724.0,6,No,Own,0
70,101200.0,Salaried,Bachelors,5823.0,6.48,60,638.0,6,Yes,Mortgage,0
49,35983.0,Unemployed,Masters,9042.0,1.9,72,846.0,4,Yes,Rent,0
56,42595.0,Salaried,HS,15161.0,12.1,48,635.0,6,No,Mortgage,1
63,44718.0,Salaried,Masters,19455.0,11.83,36,625.0,0,No,Rent,0
25,69247.0,Salaried,HS,6683.0,7.450000000000001,48,743.0,5,No,Mortgage,0
52,78902.0,Self-Employed,Bachelors,11029.0,15.29,48,667.0,5,No,Own,0
43,64784.0,Salaried,Masters,11713.0,4.32,48,566.0,4,No,Mortgage,0
26,63646.0,Salaried,Bachelors,8257.0,6.94,48,574.0,3,No,Own,0
38,30050.0,Salaried,HS,9403.0,7.700000000000001,48,739.0,4,Yes,Own,0
69,32183.0,Self-Employed,HS,11452.0,6.87,48,684.0,3,No,Own,0
44,27116.0,Salaried,HS,7161.0,10.94,48,804.0,6,No,Rent,0
52,31832.0,Salaried,Bachelors,11780.0,12.36,72,666.0,5,No,Own,1
33,58083.0,Salaried,HS,6429.0,10.43,72,613.0,5,No,Rent,0
59,34526.0,Salaried,Bachelors,20344.0,9.33,24,765.0,4,No,Mortgage,0
27,20363.0,Unemployed,HS,21820.0,13.23,36,647.0,5,No,Rent,1
66,38687.0,Self-Employed,HS,6204.0,9.57,36,829.0,6,No,Mortgage,0
59,71780.0,Salaried,Bachelors,11792.0,9.17,24,655.0,6,No,Own,0
38,147091.0,Salaried,HS,11902.0,8.92,60,796.0,2,No,Mortgage,0
72,57184.0,Salaried,Masters,6998.0,11.01,36,625.0,2,No,Own,0
27,22662.0,Salaried,Masters,5673.0,5.3500000000000005,24,762.0,3,No,Own,0
31,111412.0,Unemployed,HS,5226.0,10.62,60,655.0,4,No,Own,0
21,46045.0,Salaried,Bachelors,9483.0,8.96,36,667.0,8,No,Rent,0
72,113616.0,Salaried,Bachelors,9049.0,12.62,72,636.0,4,No,Mortgage,0
70,57391.0,Salaried,Bachelors,21772.0,16.49,36,769.0,0,No,Rent,0
72,27149.0,Salaried,Bachelors,21116.0,11.61,36,544.0,5,Yes,Rent,1
55,18797.0,Salaried,HS,16541.0,11.49,24,753.0,4,No,Rent,0
35,60170.0,Salaried,HS,3332.0,7.74,48,697.0,5,No,Mortgage,0
63,20974.0,Salaried,HS,10361.0,3.16,48,591.0,1,No,Rent,0
34,43060.0,Salaried,Masters,16638.0,9.28,60,626.0,5,No,Own,0
33,38208.0,Salaried,Bachelors,5909.0,7.75,48,712.0,5,No,Own,0
72,44065.0,Salaried,PhD,6103.0,11.3,48,565.0,7,Yes,Mortgage,0
48,23379.0,Salaried,HS,18156.0,13.81,48,663.0,4,No,Rent,0
65,82442.0,Salaried,Bachelors,17924.0,13.35,60,636.0,3,No,Rent,0
24,36895.0,Salaried,HS,7602.0,5.74,36,599.0,9,No,Rent,0
24,40073.0,Self-Employed,Bachelors,5064.0,15.05,36,715.0,6,Yes,Rent,0
44,46261.0,Unemployed,Masters,4675.0,15.13,48,742.0,5,No,Mortgage,0
29,35555.0,Self-Employed,HS,8453.0,12.25,48,679.0,8,No,Own,0
52,47963.0,Salaried,Bachelors,4758.0,8.370000000000001,60,746.0,9,No,Mortgage,0
36,23992.0,Salaried,HS,6621.0,13.37,48,708.0,3,No,Rent,0
21,29508.0,Unemployed,HS,2780.0,13.14,60,620.0,8,No,Own,0
42,53807.0,Salaried,HS,2589.0,12.27,36,784.0,5,No,Rent,0
72,44261.0,Unemployed,HS,6362.0,13.46,24,624.0,1,Yes,Mortgage,1
23,24220.0,Salaried,Bachelors,11472.0,9.72,36,590.0,3,Yes,Rent,0
74,23214.0,Unemployed,Bachelors,9383.0,10.32,60,590.0,8,No,Own,1
37,37828.0,Self-Employed,HS,18779.0,9.88,48,572.0,0,No,Own,1
31,41857.0,Unemployed,Masters,11385.0,12.59,24,677.0,8,No,Own,0
38,13448.0,Salaried,Masters,10198.0,12.43,48,768.0,3,No,Own,1
68,45019.0,Salaried,Bachelors,8717.0,3.65,48,644.0,10,No,Rent,0
62,144800.0,Self-Employed,Bachelors,4808.0,8.870000000000001,24,686.0,5,No,Rent,0
72,45734.0,Salaried,Bachelors,13812.0,6.11,60,637.0,4,No,Rent,0
39,83438.0,Salaried,HS,3839.0,7.58,36,681.0,7,No,Mortgage,0
26,39369.0,Salaried,Masters,6973.0,9.91,60,713.0,5,No,Mortgage,0
63,44606.0,Salaried,Masters,26546.0,9.9,60,720.0,6,Yes,Rent,1
31,69603.0,Self-Employed,HS,10922.0,9.84,24,738.0,6,No,Rent,0
48,17243.0,Salaried,Bachelors,7005.0,3.99,36,790.0,5,No,Rent,0
23,24076.0,Self-Employed,Bachelors,3728.0,7.21,72,707.0,8,No,Own,0
68,67954.0,Salaried,HS,3205.0,8.370000000000001,36,707.0,0,No,Own,0
23,40777.0,Salaried,HS,6484.0,6.340000000000001,36,692.0,5,No,Rent,0
26,36267.0,Salaried,Bachelors,7707.0,8.450000000000001,36,661.0,1,Yes,Own,0
36,81745.0,Salaried,Masters,10556.0,9.52,36,633.0,3,Yes,Rent,0
59,22180.0,Salaried,Bachelors,24252.0,16.11,36,600.0,5,No,Rent,1
21,46891.0,Salaried,HS,10426.0,14.62,72,622.0,4,No,Rent,0
22,42661.0,Self-Employed,Bachelors,6675.0,11.49,60,710.0,4,No,Rent,0
51,20862.0,Self-Employed,PhD,18995.0,5.82,36,538.0,0,No,Own,1
68,59897.0,Salaried,Bachelors,2360.0,10.49,72,695.0,1,No,Own,0
24,39095.0,Salaried,Bachelors,10317.0,14.89,48,755.0,4,No,Mortgage,0
26,28112.0,Salaried,Bachelors,11197.0,10.15,60,685.0,2,No,Rent,1
67,31334.0,Self-Employed,PhD,9805.0,8.74,72,793.0,6,No,Rent,0
42,59860.0,Salaried,Bachelors,8686.0,7.300000000000001,60,692.0,6,No,Rent,0
58,104848.0,Salaried,HS,6917.0,7.07,72,685.0,2,No,Own,0
52,31987.0,Salaried,Bachelors,5403.0,9.12,72,705.0,2,No,Rent,0
51,31166.0,Salaried,HS,31725.0,8.629999999999999,72,516.0,4,No,Rent,1
33,85490.0,Salaried,Masters,18159.0,4.17,72,664.0,5,No,Own,0
40,36781.0,Salaried,Bachelors,10636.0,4.66,48,652.0,1,No,Own,0
38,29345.0,Salaried,Bachelors,1654.0,2.84,60,639.0,11,No,Own,0
35,55817.0,Salaried,Masters,3528.0,10.34,36,645.0,4,No,Rent,0
34,35175.0,Salaried,Bachelors,20333.0,7.450000000000001,48,762.0,5,No,Mortgage,0
28,50861.0,Salaried,HS,3107.0,9.61,36,728.0,2,No,Rent,0
23,49854.0,Salaried,Bachelors,13065.0,6.9,36,683.0,7,No,Own,0
54,30659.0,Salaried,Bachelors,17539.0,7.28,36,664.0,1,No,Own,0
69,54432.0,Salaried,Masters,6261.0,10.75,36,729.0,8,No,Mortgage,0
47,59977.0,Salaried,Masters,23027.0,12.6,24,714.0,5,No,Own,1
31,17245.0,Salaried,HS,8084.0,11.11,60,745.0,1,No,Own,0
68,39008.0,Salaried,Bachelors,4344.0,12.78,24,631.0,0,No,Rent,1
53,46857.0,Salaried,Bachelors,14702.0,9.58,36,547.0,5,No,Rent,1
64,42839.0,Salaried,Bachelors,6164.0,8.0,36,716.0,4,Yes,Mortgage,1
31,47055.0,Salaried,HS,12117.0,9.68,36,752.0,2,No,Own,0
59,40402.0,Salaried,Masters,4910.0,5.28,60,579.0,5,No,Own,0
35,97122.0,Salaried,Bachelors,6248.0,2.14,72,622.0,4,No,Mortgage,0
39,36858.0,Salaried,Masters,8874.0,9.29,48,802.0,4,No,Rent,0
24,52046.0,Salaried,HS,8263.0,5.840000000000001,48,745.0,4,No,Mortgage,0
59,64290.0,Salaried,Masters,18089.0,6.54,60,658.0,5,Yes,Rent,0
41,26296.0,Salaried,HS,19380.0,9.41,60,705.0,2,No,Rent,0
25,69482.0,Salaried,Bachelors,11976.0,12.53,48,639.0,6,No,Own,1
44,49148.0,Self-Employed,Bachelors,6091.0,6.03,48,603.0,6,No,Rent,0
29,59229.0,Salaried,Bachelors,5112.0,8.99,36,720.0,4,Yes,Own,0
26,76084.0,Self-Employed,HS,7781.0,3.79,36,760.0,4,No,Mortgage,0
25,35288.0,Salaried,HS,4314.0,11.71,60,715.0,2,No,Rent,0
73,28998.0,Self-Employed,Masters,7466.0,4.58,36,705.0,5,No,Own,0
43,59985.0,Salaried,Bachelors,11383.0,9.73,48,763.0,6,Yes,Own,0
44,58898.0,Salaried,Bachelors,12849.0,10.7,48,746.0,3,No,Own,1
42,26924.0,Salaried,HS,8109.0,12.21,60,608.0,4,No,Own,1
72,44215.0,Self-Employed,Bachelors,11439.0,8.870000000000001,48,723.0,3,No,Rent,0
60,128197.0,Salaried,Masters,10475.0,11.41,48,685.0,8,No,Own,0
59,77281.0,Salaried,HS,1927.0,9.51,36,582.0,5,No,Rent,0
32,25648.0,Salaried,Masters,30413.0,12.83,24,579.0,4,No,Own,1
54,43621.0,Unemployed,Masters,6610.0,12.739999999999998,24,659.0,2,No,Mortgage,1
65,48583.0,Salaried,Bachelors,7196.0,12.57,60,522.0,4,No,Own,1
25,72330.0,Salaried,PhD,5290.0,6.45,36,674.0,1,Yes,Rent,0
55,107226.0,Salaried,Masters,8734.0,13.77,36,671.0,4,No,Rent,0
42,75827.0,Salaried,Bachelors,6458.0,13.57,48,718.0,5,No,Own,0
53,45765.0,Salaried,HS,17294.0,10.82,60,550.0,3,No,Rent,1
32,43201.0,Self-Employed,Bachelors,11857.0,12.55,48,766.0,3,No,Rent,0
63,30361.0,Salaried,Masters,27109.0,12.6,60,597.0,4,Yes,Own,1
73,20495.0,Salaried,Masters,5843.0,10.75,48,486.0,5,No,Rent,1
38,53964.0,Salaried,HS,4997.0,9.71,60,702.0,1,No,Rent,0
21,38800.0,Salaried,HS,9215.0,8.15,36,659.0,5,No,Rent,0
21,20055.0,Salaried,Bachelors,7946.0,12.15,48,736.0,1,No,Rent,0
34,49228.0,Salaried,HS,18170.0,6.180000000000001,24,658.0,6,No,Own,0
33,46614.0,Salaried,Bachelors,6803.0,4.0600000000000005,36,552.0,2,No,Rent,0
71,24633.0,Salaried,PhD,15421.0,10.11,36,672.0,5,No,Rent,1
30,40143.0,Self-Employed,HS,8383.0,3.95,36,757.0,5,No,Rent,0
60,44777.0,Salaried,Masters,10256.0,10.91,36,721.0,3,No,Own,0
28,18311.0,Self-Employed,Masters,14933.0,5.62,60,692.0,3,No,Rent,0
74,59549.0,Salaried,PhD,9543.0,11.56,36,685.0,6,No,Rent,0
40,76087.0,Salaried,Bachelors,1781.0,9.24,48,734.0,6,No,Rent,0
33,13704.0,Salaried,Masters,6153.0,6.390000000000001,72,616.0,3,No,Own,0
64,20556.0,Salaried,HS,8926.0,7.82,48,625.0,4,No,Rent,1
28,38967.0,Salaried,HS,3750.0,10.53,48,787.0,3,No,Own,0
48,46505.0,Salaried,HS,7174.0,5.25,60,638.0,3,No,Mortgage,0
51,75858.0,Salaried,Masters,11851.0,6.8500000000000005,60,781.0,4,No,Own,0
38,44528.0,Salaried,Masters,6066.0,10.03,60,516.0,8,No,Rent,1
52,8113.0,Salaried,Masters,8975.0,12.5,36,793.0,3,No,Rent,0
50,35176.0,Self-Employed,Bachelors,9471.0,9.16,36,749.0,2,Yes,Own,0
42,66648.0,Salaried,HS,7401.0,6.890000000000001,48,679.0,6,No,Mortgage,0
40,34822.0,Salaried,Bachelors,4749.0,11.38,48,660.0,2,No,Own,0
35,33369.0,Self-Employed,HS,6117.0,5.220000000000001,60,628.0,3,No,Mortgage,0
31,87400.0,Salaried,Bachelors,8546.0,9.13,60,780.0,5,No,Own,0
59,53947.0,Salaried,Bachelors,10684.0,7.42,48,576.0,0,No,Mortgage,0
32,50626.0,Salaried,Bachelors,12178.0,3.41,36,715.0,4,No,Own,0
74,66939.0,Unemployed,Masters,1165.0,5.46,60,674.0,2,No,Mortgage,0
31,37553.0,Salaried,Bachelors,3886.0,10.57,36,662.0,6,No,Mortgage,0
67,23048.0,Salaried,Bachelors,9900.0,13.53,36,737.0,5,No,Mortgage,0
56,37121.0,Salaried,Bachelors,13908.0,4.67,36,710.0,7,No,Own,0
68,46875.0,Salaried,HS,11100.0,9.07,48,609.0,1,No,Own,1
60,61992.0,Salaried,HS,15320.0,8.14,72,698.0,3,No,Rent,0
38,76424.0,Self-Employed,Masters,5097.0,10.17,60,826.0,6,No,Rent,0
47,18155.0,Salaried,HS,8159.0,9.1,36,736.0,5,No,Rent,0
62,34727.0,Self-Employed,Bachelors,3800.0,1.9,60,680.0,4,No,Own,0
59,75572.0,Salaried,Bachelors,6105.0,10.68,48,538.0,2,No,Own,1
50,26506.0,Salaried,Bachelors,13606.0,17.95,48,653.0,3,No,Own,0
68,81485.0,Salaried,Bachelors,12623.0,8.64,36,787.0,8,No,Rent,0
71,104264.0,Salaried,Bachelors,5877.0,7.870000000000001,48,563.0,5,No,Rent,0
48,69728.0,Salaried,Bachelors,6527.0,12.8,48,709.0,1,No,Mortgage,0
36,60054.0,Salaried,HS,6524.0,12.96,48,629.0,2,No,Mortgage,0
36,37613.0,Self-Employed,Bachelors,3545.0,10.7,60,713.0,6,No,Rent,0
55,76049.0,Unemployed,Bachelors,4393.0,6.63,72,820.0,7,No,Rent,1
59,68138.0,Salaried,HS,12099.0,5.65,72,569.0,8,Yes,Rent,1
64,42550.0,Salaried,Masters,11281.0,7.66,48,702.0,8,No,Rent,0
36,123934.0,Salaried,HS,8778.0,7.51,36,668.0,4,No,Own,0
56,16971.0,Self-Employed,Bachelors,12068.0,17.62,36,719.0,1,Yes,Own,1
61,37366.0,Unemployed,Bachelors,4055.0,13.23,48,643.0,4,No,Mortgage,0
72,46247.0,Salaried,HS,5900.0,12.24,60,752.0,7,No,Own,0
37,83688.0,Self-Employed,Bachelors,2507.0,9.55,24,622.0,2,No,Own,0
44,32428.0,Salaried,HS,32216.0,8.5,60,680.0,2,No,Mortgage,0
45,22249.0,Salaried,Masters,5208.0,9.0,48,705.0,4,No,Own,0
39,42191.0,Salaried,HS,5420.0,8.93,60,566.0,5,No,Own,0
48,76906.0,Self-Employed,Masters,12486.0,6.33,60,772.0,5,No,Own,0
69,42185.0,Salaried,HS,11466.0,6.5,60,706.0,4,No,Own,0
31,68948.0,Salaried,HS,27103.0,9.8,48,682.0,10,No,Mortgage,1
70,22032.0,Salaried,Masters,6021.0,4.16,36,676.0,3,No,Rent,0
58,23527.0,Salaried,HS,6421.0,13.88,48,740.0,8,No,Mortgage,0
61,33192.0,Salaried,Bachelors,3307.0,7.5,60,644.0,5,No,Rent,0
50,28896.0,Salaried,PhD,10313.0,9.98,48,833.0,4,No,Own,0
30,23403.0,Salaried,Bachelors,10645.0,11.44,72,629.0,6,No,Own,1
55,19328.0,Salaried,Bachelors,14275.0,7.69,36,702.0,4,No,Mortgage,1
35,18417.0,Self-Employed,Masters,5067.0,14.53,24,633.0,1,No,Own,0
61,33145.0,Self-Employed,HS,35213.0,10.34,60,689.0,4,Yes,Rent,1
73,76535.0,Salaried,Masters,3508.0,11.79,60,814.0,6,Yes,Mortgage,0
58,17563.0,Unemployed,PhD,9885.0,2.31,36,696.0,5,No,Own,0
34,74907.0,Unemployed,PhD,15040.0,9.57,36,725.0,6,No,Mortgage,0
61,46526.0,Salaried,HS,11982.0,10.3,60,696.0,5,No,Own,0
22,24527.0,Self-Employed,Bachelors,31238.0,9.69,72,736.0,6,No,Mortgage,0
30,36962.0,Salaried,Bachelors,5164.0,9.28,60,738.0,3,No,Own,0
40,33526.0,Salaried,Masters,11946.0,12.62,24,665.0,7,No,Rent,1
24,38195.0,Self-Employed,Bachelors,11872.0,8.76,48,800.0,4,No,Rent,0
25,45709.0,Salaried,Masters,13020.0,3.57,48,714.0,3,Yes,Mortgage,0
52,56455.0,Salaried,Masters,3420.0,7.460000000000001,60,623.0,3,No,Rent,0
25,95422.0,Self-Employed,Bachelors,15369.0,11.47,36,741.0,3,No,Rent,0
62,91570.0,Unemployed,Bachelors,8668.0,8.74,24,601.0,4,No,Rent,0
56,50242.0,Salaried,HS,8440.0,9.89,48,674.0,5,No,Mortgage,0
24,51788.0,Salaried,HS,9259.0,9.51,60,620.0,1,No,Own,1
66,23632.0,Salaried,HS,5569.0,12.66,72,627.0,4,Yes,Rent,1
37,33264.0,Salaried,HS,5516.0,6.050000000000001,48,721.0,3,No,Rent,0
36,70855.0,Salaried,HS,6536.0,11.76,36,690.0,3,No,Rent,0
37,53706.0,Salaried,Masters,10976.0,7.82,36,684.0,7,No,Own,0
28,98388.0,Salaried,Masters,34841.0,7.550000000000001,48,704.0,1,No,Rent,0
52,34333.0,Salaried,Masters,2757.0,3.24,36,770.0,2,No,Own,0
